Article,Date,Heading,NewsType
"Paralympic gold medallist Oscar Pistorius will not appeal a six-year prison sentence given by a South African High Court judge on Wednesday for the 2013 murder of his girlfriend, Reeva Steenkamp, his defence team said.</strongPistorius will serve ""between half and two thirds of the sentence"" before he can apply for parole, said Andrew Fawcett, Pistorius' instructing attorney.Pistorius was sent to prison for six years on Wednesday for the 2013 murder of his girlfriend, Reeva Steenkamp, the latest twist in a trial that has gripped the world.The state and large sections of the South African public had called for him to receive no less than the prescribed minimum 15-year sentence for murder, saying Pistorius had shown no remorse for the killing.Judge Thokozile Masipa disagreed, accepting the defence's arguments for a lesser punishment.""Public opinion may be loud and persistent but it can play no role in the decision of this court,"" Masipa said. ""I am of the view that a long term in prison will not serve justice.""It was not clear whether the state would appeal the verdict.Dressed in a dark suit, the 29-year-old stared straight ahead as Masipa read out the sentence.Pistorius was found guilty of murdering Steenkamp by an appeals court last December. He had initially received a five-year sentence for a manslaughter conviction in 2014 handed down by Masipa, a ruling derided by women's groups as too lenient.",7/6/2016,Pistorius defence team say will not appeal six year ,sports
"BARCELONA: Barcelona soccer star Lionel Messi has been sentenced to 21 months in prison after a court in Barcelona found him guilty of three counts of tax fraud, a statement from the court said on Wednesday.</strongThe court also sentenced the Argentine soccer player's father, Jorge, to 21 months in prison for the same three crimes. The sentence can be appealed through the Spanish supreme court, the statement said.However, under Spanish law a prison sentence under two years can be served under probation, meaning Messi and his father are unlikely to go to jail.The court ordered Messi to pay a fine of around 2 million euros ($2.21 million) and his father to pay 1.5 million euros for the crimes.",7/6/2016,Barcelona soccer star Messi sentenced to 21 months in pri,sports
"MELBOURNE: Australia´s cricket board has banned two players for betting on matches and given a suspended ban to a third as part of its ""zero tolerance"" approach to gambling-related corruption.Hayley Jensen and Corinne Hall, who play in the national women´s league and women´s domestic Twenty20 tournament, were both given two-year bans with 18 months suspended, Cricket Australia said in a media release on Wednesday.Jensen had admitted placing one bet on the result of the men´s test match between Australia and New Zealand in Brisbane last November.Hall had made two bets relating to two matches in the men´s domestic one-day competition in 2015-16.""Jensen and Hall are prohibited from participating in any form of cricket or cricket-related event for a period of six months until 21 October 2016,"" CA said.Joel Logan, who plays for South Australia in the men´s domestic competition, was sanctioned for placing two bets on the winner of the World T20 tournament.Logan was also given a two-year ban but it was wholly suspended due to ""circumstances relating to his match contracts and the specific timing"" of his bets.All three players were required to participate in anti-corruption education programs, the board said.""We take a proactive, zero-tolerance approach to maintaining the integrity of our sport and this includes any form of betting on cricket globally,"" CA´s integrity boss Iain Roy said.These players have accepted the seriousness of their errors and have voluntarily accepted their sanctions.""CA in February banned 19-year-old women´s cricketer Piepa Cleary for six months, with another 18 months suspended, for placing six bets totalling A$15.50 ($11.50) on a men´s test match between Australia and New Zealand in November.That followed a two-year suspended sentence given to Sydney-based women´s cricketer Angela Reakes in December for placing five bets worth a total of A$9 on the man-of-the-match for last year´s cricket World Cup final.",7/6/2016,Australia board slaps bans on three players for betting,sports
"EVIAN: Germany coach Joachim Loew has been forced to make changes to his team for Thursday's semi-final against hosts France at Euro 2016 because of injuries and a suspension, including replacing key goalscorer Mario Gomez.</strongGomez, whose two goals helped the world champions to the last four, has been forced out of the rest of the tournament with a pulled hamstring. Holding midfielder Sami Khedira will also miss the clash because of a groin injury.Central defender Mats Hummels completes the trio of absentees, sitting out the game due to suspension following a second booking in the Germans' quarter-final victory over Italy on penalties.Chasing a fourth European title, Germany could also be without Bastian Schweinsteiger. Loew has ruled out using his captain unless he has recovered fully from a knee ligament injury.The German boss has to decide what to do with his forward line and whether to use Mario Goetze, Lukas Podolski, Thomas Mueller or Leroy Sane. Goetze and Mueller have both been struggling with their form.In defence Loew is unlikely to deploy a three-man central defence as he did against Italy.""Against France I still have to think about it. Italy are a team with automated plays. They are world class in playing them but they are predictable,"" Loew told reporters.""France are different. They constantly change positions, they are much more unexpected and difficult to predict.""Loew is likely to use Emre Can as Khedira's replacement with Benedikt Hoewedes slipping into the central defence for Hummels.The French are feeling confident following their 5-2 demolition of Iceland and the euphoria in the country is growing. But, in order to reach a home final in Paris on July 10, Didier Deschamp's team must plug their porous defence.Leading 4-0 at halftime against Iceland, France dropped their guard, conceding two goals. Centre back Samuel Umtiti, playing his first international, was not totally commanding and Adil Rami, who was suspended, could return for the German game.Rami, however, has shown signs of nerves on several occasions, as has left back Patrice Evra, leaving France's defence looking vulnerable, notably from set pieces.""We're looking better but Germany remains Germany,"" said Deschamps, whose side lost to the eventual winners in the 2014 World Cup quarter-finals as well as suffering painful semi-final defeats to the Germans at the 1982 and 1986 World Cups.""They are the best team in Europe and in the world and the only ones totally controlling the situation, with technical quality everywhere, from the goalkeeper to the forwards,"" said the coach.""We'll fight for our chances, knowing what we are up against.""",7/6/2016,Germany forced to make key changes for semi fi,sports
"Southampton: Josh Buttler led England to an eight-wicket victory in the T20 international against Sri Lanka in Southampton on Tuesday.</strongThe Lancashire big hitter was in explosive mood as he smashed 73 not out and captain Eoin Morgan, who made an unbeaten 47, thrilled The Ageas Bowl crowd.Their 117-run third wicket partnership left Sri Lanka, who had been dismissed for 140 off their 20 overs, a beaten side as they failed to win an international on English soil.England were unbeaten in the summer campaigns with Sri Lanka, winning the Test series, ODI series and this one-off T20 contest.",7/6/2016,England beat Sri Lanka by eight wickets in T20 internati,sports
"Marseille: More than 15,000 Germany fans led the latest Euro 2016 invasion of Marseille on Thursday ahead of their country´s key semi-final clash against France, while excitement built in the host nation.</strongAfter Cristiano Ronaldo´s Portugal beat Wales 2-0 to seal their place in Sunday´s final, attention now turns to see which of the two tournament favourites can reach the Stade de France in Paris for Sunday´s final.Football fever rose as temperatures hit 30 degrees Celsius (86 Fahrenheit) in the Mediterranean city. But after the trauma of clashes between Russian and England fans earlier in the tournament, German and French fans packed bars and cafes in a calm atmosphere.Many cars in Marseille were decked out in French tricolour flags with children, their faces painted, wearing France caps.""Day of glory,"" trumpeted the front page of L´Equipe newspaper over a picture of the French team congratulating star midfielder Paul Pogba on scoring a goal.Neither country has announced a team for the match, which starts at 1900 GMT, but Germany´s Joachim Loew said that captain Bastian Schweinsteiger was fit to start after an injury scare in the penalty shootout win over Italy.""In a game like this, his experience is very valuable and, in any case, he will start,"" Loew said Wednesday.- Misers and hot shots -</strongThe European Championship hosts will be looking to beat Germany, the World Cup holders, in a major tournament for the first time in 58 years.Germany have triumphed in three World Cup encounters since then, the last in the 2014 quarter-finals. Their most famous meeting was the 1982 semi-final when France´s Patrick Battiston had to be revived by medics on the pitch after a brutal clash with German goalkeeper Harald Schumacher.Bayern Munich´s Manuel Neuer, the most miserly goalkeeper in the tournament, and Atletico Madrid striker Griezmann as leading scorer could hold the key to their latest encounter however.Griezmann scored two of his four goals in France´s impressive 5-2 quarter-final win over Iceland.Neuer has conceded only one goal in regulation time in five games -- a spot-kick against Italy in the quarter-finals, a tie Germany won on penalties.""We need to score goals. This is a team that doesn´t concede a lot of goals,"" said France coach Didier Deschamps.""Everyone talks about their attack, but they know how to defend,"" he added.Loew is aware of the French threat.""We are going to have to be compact and close down the space in defence,"" he said.""France are going to be the toughest opponents we have had in the tournament until now.""Deschamps has no injury problems and welcomes back midfielder N´Golo Kante and defender Adil Rami to contend for places after both served suspensions against Iceland.With many French fans looking back to the 1982 battle, Deschamps said: ""We can´t change past history, but we´ve got our own page to write.""Apart from the return of Schweinsteiger, Loew gave no other team details and he faces tough choices.Centre-back Mats Hummels picked up a yellow card and is suspended. Striker Mario Gomez and midfielder Sami Khedira picked up injuries which ruled them out and made Schweinsteiger´s presence even more essential.Bayern man Thomas Mueller, normally a regular source of goals for Germany, has yet to score at the tournament.But Mueller said reaching the final and getting a chance to add the Euro trophy to the World Cup title won in 2014 is all that matters.""Reaching that goal is what drives me on. I haven´t had that many chances here and the ones I have missed were by a matter of centimetres.""I´m not driving myself crazy about it,"" he said.",7/7/2016,Party atmosphere as France Germany clash in semi fi,sports
"LONDON: Mohammad Amir should be allowed to ""move on with his life"", former England captain Michael Atherton said Thursday.</strongThe gifted Pakistani´s career came to a shuddering halt during a Test against England at Lord´s in 2010, when he and new-ball partner Mohammad Asif were caught bowling no-balls to order on the instructions of captain Salman Butt as part of a tabloid newspaper sting operation.All three received five-year bans from cricket and together with sports agent Mazhar Majeed, jail terms.Amir, who served three months in an English young offenders institute, has only featured in the game´s shorter formats since his return to Pakistan duty in January.But the 24-year-old left-arm fast bowler´s career will come full circle if he makes his Test return in the first of a four-match series at Lord´s next week.Amir took an impressive three for 36, swinging the ball steeply at sharp pace, in the first innings of Pakistan´s drawn tour-opener against Somerset earlier this week.Despite concerns he might be jeered by fans, Amir was warmly received by spectators at southwest county Somerset´s Taunton headquarters.Now the cricket correspondent of British daily The Times, the influential Atherton´s stance has helped smooth Amir´s path back into the international arena.""I did have sympathy for the situation he found himself in,"" said Atherton, who was chairing a preview press conference for series sponsors Investec at Lord´s on Thursday.""He has served his time, I hope he gets a good reception.""I think he deserves a chance to move on with his life rather than looking backwards.""Meanwhile Pakistan captain Misbah-ul-Haq, also on the panel, reiterated his faith in Amir.""I´m just focused on what is going on in the middle, I have to focus on that and how he bowls and how he performs,"" said Misbah.""He has the best chance to prove himself in the middle...We are there to support him.""Amir was a teenager when he received his ban but his time in the international wilderness does not appear to have impaired his considerable skills, judging by his Somerset display.""I think he is the same,"" said Misbah.""The pace is there and he is swinging the ball and has all the tricks to get the batsman out.""He wasn´t that mature at that time (in 2010) and he is more mature now and that can help him become an even better bowler.""",7/7/2016,Atherton insists Amir has served his ti,sports
"LONDON: England´s all-time leading wicket-taker James Anderson was ruled out of a 12-man squad announced Thursday for next week´s first Test against Pakistan at Lord´s.</strongAnderson has not recovered from a right shoulder injury sustained in the third Test against Sri Lanka last month -- a three-match series England won 2-0.The Lancashire paceman´s place in the squad has been taken by uncapped seamer Toby Roland-Jones, now pushing for a Test debut on his Lord´s home ground.""Jimmy has been touch and go for a while, he is making really good progress but it is the selectors´ view that he just wont be quite ready for that first Test, hopefully for the second,"" said England captain Alastair Cook at a Lord´s press conference previewing the series on Thursday.With struggling number three Nick Compton having taken time out of cricket, the selectors have recalled Yorkshire´s Gary Ballance for the first of a four-Test series starting on July 14.They also decided against recalling one-day wicket-keeper Jos Buttler to Test duty and playing all-rounder Ben Stokes, not fit for bowling following a knee injury, as a specialist batsman.Roland-Jones, 28, has been in fine for Middlesex this season, with 30 County Championship wickets at under 30 apiece.Ballance, 26 last played Test cricket against Australia at Lord´s last year.This week he scored 132 in the first innings against Middlesex at Scarborough.England national selector James Whitaker said: ""Building on the success of the Test series win against Sri Lanka last month, we have maintained our objective of retaining a balanced squad.""With an injury to James Anderson, there is an opportunity for Toby Roland-Jones who has been a consistent performer in the County Championship over the last few years and deserves his chance.""Former England batsman Whitaker added: ""Gary Ballance is recalled to the Test squad for the first time since the winter series in South Africa and could play his first Test for England in 12 months.""He has been in recent form with the bat for Yorkshire in the Championship.""Gary is mentally strong and we feel that he will add quality and experience to England´s middle-order.""Pakistan will give us a stiff challenge during this series and we can expect some fantastic cricket from both sides over the next couple of months.""This will be England´s first home series against Pakistan since the infamous 2010 campaign.That year´s Lord´s Test saw Pakistan seamers Mohammad Amir and Mohammad Asif, together with captain Salman Butt, given five-year bans and jail terms for deliberately bowling no-balls as part of a newspaper sting operation.Left-arm fast bowler Amir returned to international cricket earlier this year and the 24-year-old could now make his Test comeback at Lord´s.England squad:</strongAlastair Cook (Essex, capt), Moeen Ali (Worcestershire), Jonny Bairstow (Yorkshire, wkt), Gary Ballance (Yorkshire), Jake Ball (Nottinghamshire), Stuart Broad (Nottinghamshire), Steven Finn (Middlesex), Alex Hales (Nottinghamshire), Joe Root (Yorkshire), Toby Roland-Jones (Middlesex), James Vince (Hampshire), Chris Woakes (Warwickshire).",7/7/2016,Englands Anderson out first Pakistan T,sports
"LONDON; Former Wimbledon winner Marion Bartoli said Thursday she fears for her life after picking up a mystery virus which has caused dramatic weight loss.</strongThe 2013 champion from France, who has shocked fans with her skeletal appearance, was barred from playing in an invitational event at Wimbledon this week after doctors expressed fears over her health.Bartoli, 31, told a British daytime television show that the virus is so rare that medical experts have no name for it.Insisting that she is not anorexic, Bartoli said she can only eat organic salad leaves and cucumbers without skins.She added that she needs gloves when she uses her mobile phone as the virus has caused severe electro-sensitivity.Bartoli also claims that she has to wash with mineral water rather than tap water.""I fear for my life. I worry that one day my heart will stop,"" the 31-year-old told ITV´s ´This Morning´ programme.""This is not life. I am just surviving.""Bartoli said she probably picked up the virus when flying between Australia, New York and India in January and February this year.She has since lost 20 kilos which has reduced her life to a ""living nightmare"".Bartoli said that after visiting Miami and Dallas in February to promote her fashion line, her condition started to deteriorate.""I felt worse and my body rejected more and more things,"" she said.""I can´t type on the phone without gloves and for no more than five minutes as my heart will start to pump faster.""My life is a living nightmare. I don´t wish this on anyone but it is gradually getting worse.""Bartoli, who was around 60kg during her playing days, said she will start a course of treatment at a clinic on Monday.""I want to go back to a normal life. I have been reduced to eating organic salad leaves and pre-washed cucumber with no skin.""I cannot process protein. I just drink and drink and drink to get everything out.""Bartoli said she respected the decision made by the Wimbledon doctors to withdraw her from the women´s invitational doubles at the All England Club.""I was looking forward to it. I am happy when I am on court.""But the doctors told me that I couldn´t play because of my health.""I understand that and respect the decision.""",7/7/2016,Marion Bartoli scared losing lif,sports
"ULAANBAATAR: Nine-year-old Mongolian schoolgirl Suvd-Erdene spends four hours a day perfecting the art of doing a head-stand on a pole clenched with her teeth and push-ups without her feet touching the ground.</strongShe and about a dozen team mates are training in a basement in the capital, Ulaanbaatar, to be contortionists; a revered art that Mongolians say was developed in the palace of 13th century warlord and national hero Genghis Khan.Usually performed by females, the discipline involves twisting and stretching the body to the extreme.The diminutive Suvd-Erdene makes the moves look easy having completed years of grueling training that began with intensive stretching exercises when she was six.""I cried when my teacher made me do the stretching exercises, at that time I felt really discouraged,"" she told Reuters.The girls are given time off school to train down a drab Ulaanbaatar back street under the guidance of 22-year-old Urangoo, a third generation contortionist.Urangoo took up training young contortionists after her own hopes of hitting the big time and performing abroad ended when she suffered an injury at the age of 12.Mongolian contortionists are in high demand and performers may be vaulted into an international career if they are lucky enough to be spotted by scouts from theatrical producers like Cirque du Soleil.For Suvd-Erdene's team mate Shinezul, becoming a contortionist is also a matter of national pride.""It’s the Mongolian people’s dream to introduce Mongolian national culture and art to the whole world, so that’s why I want to be the best contortionist in the world,"" she said.",7/7/2016,Mongolian girl contortionists stretch international su,sports
"TAUNTON, United Kingdom: As a left-arm fast bowler, Mohammad Amir is often compared to Pakistan predecessor Wasim Akram.</strongBut having seen Amir close up during Pakistan´s opening match of their England tour, Somerset coach Matthew Maynard was struck by a likeness to a fast bowler from an earlier generation than Akram in 1970s West Indies great Andy Roberts.As well as sheer speed, right-armer Roberts was known for his ability to bowl a second bouncer that was markedly quicker than the first one a batsman had received from the Antiguan.They may have very different delivery actions, but having witnessed Amir mark his return to first-class cricket in England with three for 36 in Somerset´s first innings, Maynard was clear the 24-year-old had something of Roberts´s bowling intelligence about him.And this despite Amir having only recently returned from a five-year ban and jail sentence imposed for his part in bowling deliberate no balls as part of a tabloid newspaper sting during the 2010 Test between England and Pakistan at Lord´s.""He was swinging it massive in the first innings, proper late big swing,"" said former England batsman Maynard of Amir.""He´s a threat, he always has been, hasn´t he? He´s got that pace, he´s wiry, he´s got a change-up, you don´t see that too often these days,"" he added.""He´s someone who almost bowls at 90 percent, 95 percent of his capabilities and then he throws that 100 percenter in, that change of pace up, like the old great Andy Roberts,"" explained the 50-year-old Maynard.""We don´t see that as often these days,"" said Maynard, with Amir in line to make his Test return at, of all places, Lord´s where a four-match series with England starts on July 14.The Somerset coach also had words of praise for Pakistan leg-spinner Yasir Shah, returning to first-class cricket after several months out serving a drugs ban for taking a masking agent.Shah almost bowled Pakistan to victory at Taunton by taking four for 107 in 32 overs as Somerset clung on for a draw on Tuesday´s final day of three.""Yasir Shah, first outing what for six months or so in this game? He hardly bowled a bad ball, he was getting his fingers round it as the spell developed on a wicket that was pretty unresponsive for him, he looks a class act,"" said Maynard.- ´Quality line-up´ -</strongPakistan boast a powerful middle order featuring captain Misbah-ul-Haq and fellow veteran stroke-maker Younis Khan.Maynard said that if Pakistan´s openers -- who were Mohammad Hafeez and Shan Masood at Somerset -- could get through the opening overs from England´s James Anderson and Stuart Broad, the team could yet spring a surprise.""Their openers potentially, if they sort that out, if they can get off to good starts, I´m sure they will get enough runs on the board.""We know that Pakistan have always had a quality bowling line-up. They learn to bowl on good true wickets and the skills that they develop are terrific.""I think England are in a brilliant place as a team at the moment. They are playing good, positive cricket, aggressive with the bat and likewise aggressive and disciplined with the ball. I think it will be a great series.""Somerset stalwart Marcus Trescothick may have been out for eight in the first innings, but the 40-year-old former England opener, who could easily have chosen to miss this match, made 106 in the southwest county´s second innings.""At the end of the day, when you get a senior player like Marcus who does what he does, not only with the bat but with the intensity he runs between the wickets, he loves the game and that rubs off, that´s such a powerful tool,"" said Maynard.""Whatever we say as coaches pales into insignificance when you´ve got a peer who goes about his business like Marcus... He´s a pleasure to work with.""",7/7/2016,Somerset Coach sees Andy Roberts Mohammad Amir,sports
"Australian fast bowler Josh Hazlewood has voiced his support to Ricky Ponting's suggestion that restrictions must be imposed on bat sizes in test cricket to negate an unfair advantage for the men at the crease.</strongFormer Australia skipper Ponting, raised concerns about the rising imbalance between bat and ball, adding that the topic of imposing bat size limits would be discussed when the Marylebone Cricket Club (MCC) World Cricket Committee met next week.A report commissioned by the MCC in 2014 found the thickness of bats had marginally increased in the last century and that edges had broadened by 300 percent, meaning mistimed shots could still find the boundary.However, with restrictions yet to be imposed on bat sizes by the World Cricket Committee, Hazlewood said applying such rules would be a positive move.""I'm all for it,"" the 25-year-old told reporters. ""Some of those cricket bats going around the dressing sheds at the moment are unbelievably big.""Obviously (Australia opener) David Warner, and (top order batsman) Usman Khawaja has got a few big ones as well. I'm all for it.""Hazlewood, a member of the 2015 World Cup winning squad, added that any rule change should be applied to the longest version of the game, rather than to curb the excitement of the one-day format.""I think he's (Ponting) made a good point about just in test matches,"" Hazlewood added.""One-day cricket (is) a little bit different, I think the crowds come to see the fours and sixes and big hits. But in test cricket, definitely I think he's made a pretty good point.""",7/7/2016,Paceman Hazlewood echoes Ponting concerns over bat siz,sports
"LONDON: Roger Federer put his global army of ""Fed-Head"" fans through the wringer for four nerve-shredding sets before he kept alive his pursuit of a record eighth Wimbledon title with a 6-7(4) 4-6 6-3 7-6(9) 6-3 win over Marin Cilic the quarter-finals on Wednesday.</strongNovak Djokovic's shock third round exit had raised hopes that this could be the week when the Swiss finally ends his four-year hunt for an 18th grand slam title, as the Serb had been the only man to beat him at the majors over the past year.However, all those expectations appeared to be heading for the dustbin as Cilic stood one point away from victory -- not once, not twice but three times in a pulsating fourth set that had everyone on the edge of their seats.Three huge serves kept Federer alive -- just -- and he then produced the kind of form, and outrageous shots, that has made him the most successful man in tennis by stealing the tiebreak 11-9.An ace on his first match point finished off the job after three hours, 17 minutes of high drama and carried him into an 11th Wimbledon semi-final, and 40th overall in the majors.""I knew I was in so much trouble in the third and again in the fourth,"" Federer said after walking off Centre Court to a standing ovation.""It wasn't going well for me. So for me it was about staying in the match and somehow hope for his level to drop ... and maybe get a bit lucky. That's exactly what happened at 3-3, 0-40 (in the third set),"" added Federer about the game where he saved three break points.""Obviously the breaker was crazy. It was an incredible match. Marin is one of the nicest guys on the tour so I feel sorry for him but for me the dream continues.""The win also made him the most successful player, man or woman, at the majors as he chalked up a record 307th singles win.""I cannot believe Roger Federer won that match. How did he get out of that?"" gushed American great John McEnroe.""You've got to love the courage that he is able to find a way to do that, that is a killer loss.""Having missed last month's French Open with a back injury, the five set thriller also delivered a knockout punch to those thinking the Swiss third seed did not have the stamina to last the distance.""It's really encouraging for me to see that I am improving. As the match goes on, I was able to sustain a really high level of play,"" added the 34-year-old, who came back from two-sets down for the 10th time in his career.""My legs were there, my back was there, serving was key. Plus mentally this is going to give me a hell of a boost. I am ecstatic that I was able to come through somehow.""He will face another big-server, Canadian Milos Raonic, for a place in Sunday's final.",7/7/2016,Federer pulls off great escape to reach Wimbledon semi,sports
"LYON: Cristiano Ronaldo scored one goal and inadvertently set up the other as Portugal ground out a 2-0 win over Wales on Wednesday to march into the Euro 2016 final.</strongThe Portuguese superstar, who has had to soak up a lot of criticism for a lacklustre tournament by his high standards, majestically powered in a 50th-minute header to put his side in front.The goal, his third in the tournament, equalled Michel Platini's record of nine in European Championship finals.Ronaldo also saw his shot turned in by Nani for a second goal in the 53rd minute, ending Wales' remarkable run at their first major finals since 1958.Portugal, who had not won a single game in the tournament over 90 minutes, next meet hosts France or Germany who play their semi-final on Thursday.""I hope that after the final we will be smiling and that it will be tears of joy in the end,"" said Ronaldo who wept after his team lost to surprise packages Greece in the 2004 final.""I have always said my dream was to win a trophy with Portugal. We are closer to doing it and I believe we will win,"" he told reporters after coming out on top in his battle with Real Madrid team mate Gareth Bale.Wales kept their opponents quiet in the first half but could not recover the two-goal deficit, ending a scintillating run that has captivated millions back home and turned their players into heroes.The Welsh, with midfielder Aaron Ramsey suspended and replaced by Leicester City's Premier League winner Andy King, had an early spell of possession but a tight Portugal defence kept them at bay.FIRST CHANCE</strongPortugal, bidding to reach their first Euro final since losing on home soil 12 years ago, had their first chance after a quarter of an hour following a low drive by Joao Mario.Wales responded as Joe Ledley found Bale with a low corner and the forward fired over the bar.The Welsh, playing their first major tournament semi-final, did not suffer from stage fright with their back line, supported by midfielders Ledley and Joe Allen, disciplined and compact.In a cagey first half Portugal struggled to find Ronaldo, opting for long crosses into the box that were easy pickings for central defender James Collins.Portugal injected some urgency after the break, pressing high up the field.It paid off instantly with a corner in the 50th minute that Raphael Guerreiro floated in towards the far post where Ronaldo climbed high above two defenders to score.Portugal doubled the lead when Nani slid in to connect with Ronaldo's mishit shot, netting his own third goal of Euro 2016.Wales were lucky not to concede more goals late in the game as Portugal, now unbeaten in 13 competitive matches, continued to dream of a maiden top-notch trophy.""We are massively disappointed obviously but we have given everything on and off the pitch,"" said Wales talisman Bale. ""We tried our hardest to get back in the game, they shut up shop well but we have no regrets.""We are very proud. We will pick ourselves up. Nobody expected us to get this far but we did.""",7/7/2016,Ronaldo delivers as Portugal end dream Wales ru,sports
"LONDON: Canadian Milos Raonic recovered to upset seven-times champion Roger Federer 6-3 6-7(3) 4-6 7-5 6-3 at Wimbledon to reach his first grand slam final on Friday.</strongThe sixth seed will meet the winner of the second semi-final between Britain's 2013 champion Andy Murray and Czech 10th seed Tomas Berdych, runner-up in 2010, in Sunday's showpiece match.Raonic survived four set points in the second before losing it on the fifth, the first one in the tiebreak, but after a dominant third set from Federer the Canadian came back in the fourth by converting his second set point.This year's Australian Open semi-finalist then dominated the final set to record his third win in 12 meetings with Federer and dash the Swiss world number three's bid for a record 18th grand slam crown.",7/8/2016,Raonic upsets Federer in five sets to reach first slam fi,sports
"MARSEILLE:</ When France meet Portugal in Sunday's Euro 2016 final, the outcome is likely to depend on the performances of Cristiano Ronaldo and Antoine Griezmann -- the second time the two players have clashed with a European trophy at stake in six weeks.Portugal's Ronaldo steered Real Madrid to their Champions League triumph at the end of May after his French rival Griezmann missed a penalty for city rivals Atletico.The France striker has certainly bounced back from that disappointment. He is the competition's top scorer with six goals, having scored both goals in Thursday's defeat of world champions Germany.Portugal's master tactician Fernando Santos needs to cut supply lines to a player whom the French call ""Monsieur Griezmann"" as a sign of respect -- despite his boyish looks.It will be a challenge.While Portugal saw off Wales, the Welsh playmaker Gareth Bale was still given enough space to create chances and were outdone more by the absence of midfield creativity than by Portuguese prowess.That will not be the case for France who have a larger arsenal. Even if Portugal can snuff out Griezmann, Dmitiri Payet, the stand-out performer in the earlier rounds, can change a game in seconds.Front man Olivier Giroud has also proved a handful by weighing on defences and making space for those around him.TEAM SPIRIT</strongWhat has worked for Portugal has been an incredible team spirit with a mantra that they are not playing to look pretty, but to win, irrespective of style.Santos has fashioned a well-drilled 4-4-2 and kept to it throughout despite injuries. The loss of Pepe at the back was hardly noticeable against Wales with Bruno Alves stepping in admirably.From France's match with Germany, Santos will have noted that Didier Deschamps' team has a weakness on its flanks, in particular on the left with Patrice Evra.The Germans pushed the French very deep by using their full backs almost as wingers. For much of the match, France's midfield duo of Paul Pogba and Blaise Matudi chased shadows, leaving Joshua Kimmich and Jonas Hector with acres of space.Portugal's full backs Raphael Guerreiro and Cedric Soares are good enough to replicate that, which could push Deschamps to move away from the more attacking 4-2-3-1 formation to revert to a 4-3-3, restoring defensive midfielder N'Golo Kante.But whether the Portuguese midfield has the capacity of a Bastian Schweinsteiger or Toni Kroos to stifle France is questionable.NO DEPENDENCY ON RONALDO</strongDanilo, who replaced William Carvalho against Wales, was strong and efficient in the holding midfield role, but has limits going forward.Joao Mario and Adrien Silva do not appear to have the killer pass for Ronaldo or strike partner Nani. That may open the door for playmaker Joao Moutinho to return.What has been evident with this Portugal side is that they are no longer a side entirely dependent on Ronaldo. On the contrary, when he goes missing, others shine.In the quarter-final against Poland, 18-year-old Renato Sanches took the plaudits, while Nani has netted three times.Portugal's most high-profile player may have three goals, but his Real Madrid explosiveness has been absent. He has had to fit into Santos' team ethos, playing a less glamorous role. Captain Ronaldo tracks back and encourages his teammates.Arguably by being quiet he may prove more lethal. France's defenders can not fall into the sleepy rhythm Portugal have set during the tournament because Ronaldo has enough to turn the tide as his majestic header against Wales showed.",7/8/2016,Griezmann and Ronaldo clash in final for second time in six ,sports
"LENS, FRANCE: Czech Republic goalkeeper Petr Cech announced his retirement from international soccer on Friday following his country's group stage exit at Euro 2016.</strongThe 34-year-old keeper, who plays for Arsenal in the English Premier League, is his country's most capped player with 124 appearances and played all three games at the tournament where the Czech Republic could only manage one point in Group D.""This is a purely football-based decision. If I want to prolong my career and play at the highest level for as long as I can, then I will probably need to find the balance so that I can continue to do so,"" he told Arsenal's website.""I'm now 34 and the next (international) tournament is in two years which, in football, is a very long time. The last thing I wanted to do was start a campaign and then say 'I don't think it's right for me to continue' halfway through it.""Cech, who made his international debut in 2002, moved to Arsenal in June last year after spending 11 years across London at Chelsea, where he won four titles and the Champions League trophy in 2012.",7/8/2016,Czech veteran Cech announces international retir,sports
"SEOUL: South Korean swimming star Park Tae-Hwan, who was barred from the Olympics for doping, will compete for the national team in Rio after the Court of Arbitration for Sports (CAS) ruled in his favour.The multiple Olympic medallist had sought ""an urgent ruling"" from the Lausanne-based body against his doping ban by July 8 -- the deadline for South Korea to select their Rio swimming team.""We will include Park Tae-Hwan in the list of national athletes who will take part in the Rio Olympics"", Korean Olympic Committee (KOC) Secretary General Cho Young-Ho was quoted as saying by Yonhap news agency.Park, 26, was slapped with an 18-month suspension after testing positive for an anabolic steroid in out-of-competition controls before the 2014 Asian Games.The ban lapsed in April, but Park remained barred from the 2016 Olympics under a KOC rule which prohibits athletes from representing the country for three years after a doping ban expires.CAS ruled Friday that KOC´s extended ban constituted a double jeopardy for Park and should be nullified, according to KOC.South Korea´s Olympic committee had said earlier Friday it would abide by the CAS ruling.Park -- once the poster boy of South Korean swimming before the doping scandal -- has repeatedly begged for a chance to compete in what would be his third, and probably last, Olympics.He won 400m freestyle gold and 200m freestyle silver at the 2008 Beijing Olympics and two silver medals at the 2012 London Olympics, as well as 400m world titles in 2007 and 2011. ",7/8/2016,Swimming S Korea to include Park for Rio Olympi,sports
